Customer Age,Customer Gender,Product Purchased,Ticket Priority,Ticket Status,Ticket Type,Customer Satisfaction Rating,Customer Gender Encoded,Product Purchased Encoded,Ticket Priority Encoded,Ticket Status Encoded,Ticket Type Encoded
19,Male,Google Nest,Critical,Open,Refund request,2,1,17,0,1,3
36,Other,iPhone,Low,Closed,Billing inquiry,1,2,41,2,0,0
36,Male,LG Smart TV,Low,Open,Billing inquiry,2,1,21,2,1,0
49,Male,Canon EOS,Critical,Open,Billing inquiry,2,1,9,0,1,0
67,Male,PlayStation,High,Closed,Product inquiry,1,1,33,1,0,2
60,Male,Amazon Echo,High,Open,Technical issue,2,1,1,1,1,4
64,Male,Dell XPS,Medium,Open,Cancellation request,2,1,10,3,1,1
44,Other,Sony Xperia,Critical,Closed,Cancellation request,2,2,39,0,0,1
54,Male,Nikon D,Critical,Pending Customer Response,Cancellation request,2,1,29,0,2,1
64,Male,Asus ROG,Low,Closed,Cancellation request,2,1,4,2,0,1
64,Other,Dell XPS,Critical,Pending Customer Response,Billing inquiry,2,2,10,0,2,0
28,Male,Nikon D,High,Open,Refund request,2,1,29,1,1,3
46,Other,Sony 4K HDR TV,Critical,Open,Refund request,2,2,37,0,1,3
60,Other,Samsung Soundbar,Low,Pending Customer Response,Refund request,2,2,36,2,2,3
23,Other,MacBook Pro,Medium,Pending Customer Response,Cancellation request,2,2,24,3,2,1
61,Female,Canon EOS,Medium,Open,Technical issue,2,0,9,3,1,4
46,Female,Samsung Soundbar,High,Pending Customer Response,Billing inquiry,2,0,36,1,2,0
30,Other,Microsoft Office,High,Closed,Product inquiry,0,2,25,1,0,2
46,Male,Fitbit Charge,Critical,Pending Customer Response,Technical issue,2,1,12,0,2,4
23,Male,Bose SoundLink Speaker,Low,Pending Customer Response,Technical issue,2,1,7,2,2,4
61,Male,Lenovo ThinkPad,Medium,Closed,Technical issue,2,1,23,3,0,4
18,Female,Fitbit Versa Smartwatch,Medium,Pending Customer Response,Cancellation request,2,0,13,3,2,1
20,Other,Amazon Echo,Low,Pending Customer Response,Technical issue,2,2,1,2,2,4
63,Male,LG Washing Machine,High,Closed,Technical issue,1,1,22,1,0,4
64,Other,Nintendo Switch,Medium,Closed,Technical issue,0,2,30,3,0,4
28,Female,Canon DSLR Camera,Critical,Open,Cancellation request,2,0,8,0,1,1
51,Female,Dell XPS,Critical,Closed,Technical issue,2,0,10,0,0,4
47,Female,Autodesk AutoCAD,High,Closed,Billing inquiry,0,0,5,1,0,0
61,Other,Autodesk AutoCAD,Critical,Closed,Technical issue,2,2,5,0,0,4
42,Male,LG Washing Machine,Critical,Open,Billing inquiry,2,1,22,0,1,0
47,Male,Philips Hue Lights,Critical,Open,Refund request,2,1,32,0,1,3
61,Female,PlayStation,Low,Pending Customer Response,Refund request,2,0,33,2,2,3
19,Other,Canon EOS,Critical,Closed,Technical issue,2,2,9,0,0,4
35,Female,Nikon D,Medium,Closed,Technical issue,0,0,29,3,0,4
41,Female,Microsoft Office,Critical,Pending Customer Response,Technical issue,2,0,25,0,2,4
18,Other,Samsung Galaxy,High,Open,Technical issue,2,2,35,1,1,4
33,Other,Samsung Galaxy,Low,Pending Customer Response,Product inquiry,2,2,35,2,2,2
40,Female,Nintendo Switch,Low,Pending Customer Response,Product inquiry,2,0,30,2,2,2
70,Female,Asus ROG,Medium,Pending Customer Response,Billing inquiry,2,0,4,3,2,0
43,Male,Fitbit Versa Smartwatch,Critical,Open,Product inquiry,2,1,13,0,1,2
48,Female,Google Pixel,Medium,Open,Billing inquiry,2,0,18,3,1,0
57,Male,LG OLED,Critical,Open,Cancellation request,2,1,20,0,1,1
32,Male,Amazon Echo,High,Pending Customer Response,Refund request,2,1,1,1,2,3
27,Male,Nikon D,Medium,Closed,Billing inquiry,2,1,29,3,0,0
47,Female,Microsoft Office,Low,Open,Billing inquiry,2,0,25,2,1,0
59,Male,Garmin Forerunner,Low,Closed,Billing inquiry,0,1,14,2,0,0
56,Female,Fitbit Versa Smartwatch,Low,Closed,Billing inquiry,2,0,13,2,0,0
36,Male,Canon EOS,Medium,Open,Cancellation request,2,1,9,3,1,1
38,Other,Bose SoundLink Speaker,High,Closed,Product inquiry,0,2,7,1,0,2
61,Female,LG OLED,High,Closed,Cancellation request,0,0,20,1,0,1
42,Other,Bose QuietComfort,Low,Open,Technical issue,2,2,6,2,1,4
20,Female,Dell XPS,High,Closed,Product inquiry,2,0,10,1,0,2
60,Female,Microsoft Surface,High,Pending Customer Response,Technical issue,2,0,26,1,2,4
47,Other,Microsoft Xbox Controller,Low,Closed,Cancellation request,2,2,27,2,0,1
34,Male,Philips Hue Lights,Critical,Closed,Product inquiry,0,1,32,0,0,2
26,Other,Microsoft Office,Critical,Open,Product inquiry,2,2,25,0,1,2
36,Female,Bose QuietComfort,High,Pending Customer Response,Cancellation request,2,0,6,1,2,1
29,Male,Xbox,Low,Pending Customer Response,Billing inquiry,2,1,40,2,2,0
35,Female,PlayStation,Medium,Open,Product inquiry,2,0,33,3,1,2
70,Male,Philips Hue Lights,High,Closed,Product inquiry,2,1,32,1,0,2
33,Other,Nest Thermostat,High,Open,Cancellation request,2,2,28,1,1,1
30,Other,Microsoft Office,Critical,Pending Customer Response,Product inquiry,2,2,25,0,2,2
53,Other,Amazon Kindle,Critical,Closed,Billing inquiry,0,2,2,0,0,0
27,Male,Sony Xperia,Medium,Pending Customer Response,Cancellation request,2,1,39,3,2,1
22,Other,Sony 4K HDR TV,High,Closed,Cancellation request,0,2,37,1,0,1
47,Male,Samsung Soundbar,High,Closed,Billing inquiry,1,1,36,1,0,0
52,Female,Canon EOS,High,Pending Customer Response,Cancellation request,2,0,9,1,2,1
24,Other,HP Pavilion,Medium,Open,Refund request,2,2,19,3,1,3
42,Female,Canon DSLR Camera,Critical,Pending Customer Response,Product inquiry,2,0,8,0,2,2
53,Other,Nintendo Switch Pro Controller,High,Pending Customer Response,Refund request,2,2,31,1,2,3
52,Other,Nikon D,Critical,Pending Customer Response,Cancellation request,2,2,29,0,2,1
33,Female,Xbox,Medium,Pending Customer Response,Technical issue,2,0,40,3,2,4
64,Female,Microsoft Surface,Medium,Open,Refund request,2,0,26,3,1,3
41,Female,PlayStation,Critical,Open,Technical issue,2,0,33,0,1,4
53,Male,Autodesk AutoCAD,Critical,Closed,Cancellation request,0,1,5,0,0,1
33,Other,Samsung Soundbar,Medium,Open,Cancellation request,2,2,36,3,1,1
54,Female,Garmin Forerunner,High,Closed,Cancellation request,2,0,14,1,0,1
45,Male,Fitbit Charge,High,Open,Technical issue,2,1,12,1,1,4
46,Female,Microsoft Xbox Controller,High,Open,Technical issue,2,0,27,1,1,4
60,Other,Canon DSLR Camera,Medium,Pending Customer Response,Cancellation request,2,2,8,3,2,1
20,Male,Adobe Photoshop,High,Pending Customer Response,Technical issue,2,1,0,1,2,4
70,Male,MacBook Pro,Low,Open,Cancellation request,2,1,24,2,1,1
40,Male,Bose QuietComfort,Medium,Open,Billing inquiry,2,1,6,3,1,0
42,Female,Amazon Echo,Critical,Open,Technical issue,2,0,1,0,1,4
44,Other,Apple AirPods,Medium,Open,Product inquiry,2,2,3,3,1,2
59,Female,Lenovo ThinkPad,Medium,Pending Customer Response,Technical issue,2,0,23,3,2,4
47,Female,Nintendo Switch Pro Controller,Medium,Open,Product inquiry,2,0,31,3,1,2
24,Female,GoPro Hero,Critical,Closed,Refund request,2,0,16,0,0,3
20,Male,Roomba Robot Vacuum,Low,Pending Customer Response,Product inquiry,2,1,34,2,2,2
18,Other,Dell XPS,Medium,Open,Refund request,2,2,10,3,1,3
28,Male,Nintendo Switch Pro Controller,Medium,Open,Cancellation request,2,1,31,3,1,1
61,Other,Roomba Robot Vacuum,High,Open,Cancellation request,2,2,34,1,1,1
49,Other,iPhone,Critical,Pending Customer Response,Refund request,2,2,41,0,2,3
62,Female,Nintendo Switch Pro Controller,Critical,Open,Product inquiry,2,0,31,0,1,2
36,Female,Amazon Kindle,Low,Open,Technical issue,2,0,2,2,1,4
60,Male,Sony 4K HDR TV,Critical,Closed,Product inquiry,2,1,37,0,0,2
56,Other,Canon DSLR Camera,Low,Closed,Product inquiry,0,2,8,2,0,2
44,Other,Lenovo ThinkPad,Low,Open,Cancellation request,2,2,23,2,1,1
30,Female,iPhone,Low,Open,Cancellation request,2,0,41,2,1,1
70,Male,Dell XPS,Critical,Pending Customer Response,Cancellation request,2,1,10,0,2,1
42,Male,LG Washing Machine,Low,Open,Billing inquiry,2,1,22,2,1,0
60,Male,Autodesk AutoCAD,High,Pending Customer Response,Product inquiry,2,1,5,1,2,2
27,Male,Nintendo Switch Pro Controller,High,Pending Customer Response,Product inquiry,2,1,31,1,2,2
62,Female,Fitbit Charge,Critical,Pending Customer Response,Refund request,2,0,12,0,2,3
41,Male,Sony PlayStation,High,Closed,Product inquiry,2,1,38,1,0,2
26,Other,PlayStation,High,Closed,Cancellation request,2,2,33,1,0,1
31,Other,Sony 4K HDR TV,Low,Pending Customer Response,Cancellation request,2,2,37,2,2,1
51,Other,Lenovo ThinkPad,High,Closed,Refund request,0,2,23,1,0,3
46,Other,Sony Xperia,Critical,Closed,Cancellation request,2,2,39,0,0,1
47,Other,Nintendo Switch Pro Controller,Low,Open,Cancellation request,2,2,31,2,1,1
67,Other,Amazon Echo,Low,Pending Customer Response,Technical issue,2,2,1,2,2,4
56,Other,Samsung Soundbar,Medium,Closed,Billing inquiry,1,2,36,3,0,0
62,Female,Lenovo ThinkPad,High,Pending Customer Response,Product inquiry,2,0,23,1,2,2
38,Female,Lenovo ThinkPad,Low,Closed,Cancellation request,0,0,23,2,0,1
35,Other,Asus ROG,Critical,Open,Billing inquiry,2,2,4,0,1,0
70,Other,PlayStation,Critical,Closed,Cancellation request,1,2,33,0,0,1
41,Other,Sony PlayStation,Medium,Closed,Cancellation request,2,2,38,3,0,1
63,Male,Nest Thermostat,Critical,Open,Product inquiry,2,1,28,0,1,2
24,Female,Dyson Vacuum Cleaner,High,Closed,Cancellation request,2,0,11,1,0,1
59,Other,Xbox,High,Closed,Technical issue,2,2,40,1,0,4
28,Male,Canon EOS,Critical,Pending Customer Response,Product inquiry,2,1,9,0,2,2
57,Female,Microsoft Office,High,Closed,Billing inquiry,2,0,25,1,0,0
38,Other,Dell XPS,High,Open,Cancellation request,2,2,10,1,1,1
30,Female,Asus ROG,Low,Pending Customer Response,Billing inquiry,2,0,4,2,2,0
56,Male,LG OLED,High,Pending Customer Response,Billing inquiry,2,1,20,1,2,0
29,Male,LG Smart TV,Medium,Open,Cancellation request,2,1,21,3,1,1
51,Male,Nintendo Switch Pro Controller,Medium,Pending Customer Response,Product inquiry,2,1,31,3,2,2
30,Male,GoPro Hero,Critical,Pending Customer Response,Product inquiry,2,1,16,0,2,2
64,Female,Dyson Vacuum Cleaner,Critical,Open,Cancellation request,2,0,11,0,1,1
70,Other,Autodesk AutoCAD,Medium,Open,Product inquiry,2,2,5,3,1,2
48,Other,Nest Thermostat,Critical,Closed,Technical issue,0,2,28,0,0,4
49,Other,Garmin Forerunner,Medium,Pending Customer Response,Product inquiry,2,2,14,3,2,2
40,Male,Adobe Photoshop,Medium,Closed,Product inquiry,0,1,0,3,0,2
61,Female,Microsoft Xbox Controller,Critical,Closed,Billing inquiry,0,0,27,0,0,0
66,Male,Asus ROG,Low,Pending Customer Response,Technical issue,2,1,4,2,2,4
69,Other,Xbox,Critical,Closed,Refund request,0,2,40,0,0,3
32,Female,Bose QuietComfort,Low,Closed,Technical issue,2,0,6,2,0,4
39,Female,Bose SoundLink Speaker,High,Closed,Cancellation request,0,0,7,1,0,1
35,Female,Sony Xperia,High,Open,Billing inquiry,2,0,39,1,1,0
47,Female,GoPro Action Camera,High,Open,Technical issue,2,0,15,1,1,4
23,Other,Microsoft Office,Medium,Pending Customer Response,Technical issue,2,2,25,3,2,4
34,Other,Microsoft Office,High,Pending Customer Response,Billing inquiry,2,2,25,1,2,0
44,Male,Canon EOS,High,Open,Cancellation request,2,1,9,1,1,1
59,Male,HP Pavilion,Critical,Pending Customer Response,Technical issue,2,1,19,0,2,4
27,Female,LG OLED,Medium,Pending Customer Response,Cancellation request,2,0,20,3,2,1
32,Female,GoPro Hero,Critical,Pending Customer Response,Billing inquiry,2,0,16,0,2,0
26,Other,Sony Xperia,Low,Pending Customer Response,Billing inquiry,2,2,39,2,2,0
36,Male,Canon DSLR Camera,Critical,Closed,Product inquiry,0,1,8,0,0,2
29,Other,Nest Thermostat,Medium,Open,Refund request,2,2,28,3,1,3
40,Female,Autodesk AutoCAD,High,Pending Customer Response,Product inquiry,2,0,5,1,2,2
59,Male,Dyson Vacuum Cleaner,Critical,Pending Customer Response,Technical issue,2,1,11,0,2,4
63,Other,Google Nest,Low,Pending Customer Response,Product inquiry,2,2,17,2,2,2
62,Male,Nintendo Switch,Critical,Closed,Billing inquiry,0,1,30,0,0,0
29,Male,Nintendo Switch,Critical,Pending Customer Response,Refund request,2,1,30,0,2,3
25,Other,Canon EOS,Medium,Closed,Refund request,2,2,9,3,0,3
64,Female,iPhone,Medium,Pending Customer Response,Refund request,2,0,41,3,2,3
34,Female,Dyson Vacuum Cleaner,High,Pending Customer Response,Product inquiry,2,0,11,1,2,2
21,Male,Nest Thermostat,Critical,Pending Customer Response,Cancellation request,2,1,28,0,2,1
45,Female,Nintendo Switch,Medium,Open,Billing inquiry,2,0,30,3,1,0
19,Male,Fitbit Charge,Medium,Pending Customer Response,Billing inquiry,2,1,12,3,2,0
31,Male,Microsoft Xbox Controller,Low,Open,Cancellation request,2,1,27,2,1,1
67,Other,Microsoft Surface,Low,Open,Technical issue,2,2,26,2,1,4
67,Other,Amazon Echo,Medium,Open,Billing inquiry,2,2,1,3,1,0
27,Female,GoPro Action Camera,Low,Closed,Product inquiry,2,0,15,2,0,2
31,Male,Google Nest,Critical,Open,Billing inquiry,2,1,17,0,1,0
67,Male,Nest Thermostat,Medium,Open,Technical issue,2,1,28,3,1,4
30,Male,Amazon Echo,Medium,Pending Customer Response,Product inquiry,2,1,1,3,2,2
47,Male,Sony Xperia,Medium,Open,Product inquiry,2,1,39,3,1,2
39,Female,Nest Thermostat,Medium,Pending Customer Response,Billing inquiry,2,0,28,3,2,0
19,Other,Apple AirPods,High,Open,Product inquiry,2,2,3,1,1,2
48,Other,Nintendo Switch,High,Pending Customer Response,Cancellation request,2,2,30,1,2,1
24,Male,Roomba Robot Vacuum,Critical,Pending Customer Response,Product inquiry,2,1,34,0,2,2
29,Male,Asus ROG,Low,Pending Customer Response,Product inquiry,2,1,4,2,2,2
67,Male,LG OLED,Low,Pending Customer Response,Cancellation request,2,1,20,2,2,1
68,Male,Google Pixel,High,Pending Customer Response,Technical issue,2,1,18,1,2,4
30,Female,Fitbit Versa Smartwatch,Critical,Open,Product inquiry,2,0,13,0,1,2
38,Male,Adobe Photoshop,Medium,Pending Customer Response,Billing inquiry,2,1,0,3,2,0
42,Female,Nintendo Switch,Critical,Closed,Technical issue,1,0,30,0,0,4
26,Female,Autodesk AutoCAD,Critical,Open,Cancellation request,2,0,5,0,1,1
30,Other,Samsung Galaxy,Medium,Pending Customer Response,Refund request,2,2,35,3,2,3
23,Female,PlayStation,Critical,Pending Customer Response,Product inquiry,2,0,33,0,2,2
54,Other,Microsoft Surface,Medium,Pending Customer Response,Technical issue,2,2,26,3,2,4
54,Other,Nintendo Switch,Critical,Pending Customer Response,Cancellation request,2,2,30,0,2,1
22,Female,Xbox,Medium,Pending Customer Response,Technical issue,2,0,40,3,2,4
64,Male,Sony Xperia,Critical,Pending Customer Response,Billing inquiry,2,1,39,0,2,0
33,Male,GoPro Hero,Medium,Closed,Cancellation request,2,1,16,3,0,1
56,Other,Lenovo ThinkPad,Critical,Pending Customer Response,Cancellation request,2,2,23,0,2,1
51,Male,Dell XPS,Medium,Pending Customer Response,Technical issue,2,1,10,3,2,4
27,Female,Canon EOS,High,Open,Product inquiry,2,0,9,1,1,2
65,Female,Autodesk AutoCAD,High,Pending Customer Response,Product inquiry,2,0,5,1,2,2
65,Male,Dell XPS,Critical,Open,Billing inquiry,2,1,10,0,1,0
40,Female,Microsoft Surface,High,Open,Refund request,2,0,26,1,1,3
48,Other,GoPro Hero,Medium,Open,Refund request,2,2,16,3,1,3
32,Other,Samsung Soundbar,High,Pending Customer Response,Refund request,2,2,36,1,2,3
36,Other,Fitbit Versa Smartwatch,Medium,Pending Customer Response,Technical issue,2,2,13,3,2,4
38,Male,Nest Thermostat,Critical,Closed,Technical issue,0,1,28,0,0,4
28,Other,LG Washing Machine,Low,Closed,Product inquiry,0,2,22,2,0,2
52,Other,Dyson Vacuum Cleaner,High,Open,Cancellation request,2,2,11,1,1,1
27,Male,LG Washing Machine,Low,Closed,Refund request,2,1,22,2,0,3
46,Male,MacBook Pro,High,Pending Customer Response,Refund request,2,1,24,1,2,3
38,Female,LG OLED,High,Open,Billing inquiry,2,0,20,1,1,0
55,Female,Sony PlayStation,High,Pending Customer Response,Refund request,2,0,38,1,2,3
49,Other,Bose QuietComfort,Low,Closed,Technical issue,2,2,6,2,0,4
25,Other,Garmin Forerunner,Medium,Open,Technical issue,2,2,14,3,1,4
55,Male,Garmin Forerunner,Medium,Pending Customer Response,Technical issue,2,1,14,3,2,4
48,Male,HP Pavilion,High,Pending Customer Response,Product inquiry,2,1,19,1,2,2
24,Male,Canon EOS,High,Pending Customer Response,Refund request,2,1,9,1,2,3
70,Male,Apple AirPods,Critical,Pending Customer Response,Technical issue,2,1,3,0,2,4
46,Male,Canon DSLR Camera,Critical,Pending Customer Response,Product inquiry,2,1,8,0,2,2
33,Male,Dell XPS,Medium,Pending Customer Response,Billing inquiry,2,1,10,3,2,0
33,Other,Bose QuietComfort,Low,Pending Customer Response,Refund request,2,2,6,2,2,3
24,Other,Xbox,Low,Pending Customer Response,Billing inquiry,2,2,40,2,2,0
50,Female,Apple AirPods,High,Open,Technical issue,2,0,3,1,1,4
43,Other,Fitbit Charge,Critical,Open,Technical issue,2,2,12,0,1,4
46,Female,Canon DSLR Camera,Critical,Closed,Product inquiry,2,0,8,0,0,2
30,Female,Roomba Robot Vacuum,High,Open,Billing inquiry,2,0,34,1,1,0
37,Female,Asus ROG,Critical,Closed,Cancellation request,1,0,4,0,0,1
33,Female,Nest Thermostat,Medium,Pending Customer Response,Refund request,2,0,28,3,2,3
45,Female,Canon EOS,High,Closed,Refund request,0,0,9,1,0,3
31,Female,Samsung Soundbar,High,Closed,Cancellation request,0,0,36,1,0,1
42,Male,Nintendo Switch,Critical,Closed,Refund request,0,1,30,0,0,3
60,Other,Garmin Forerunner,High,Pending Customer Response,Technical issue,2,2,14,1,2,4
35,Male,Dyson Vacuum Cleaner,Low,Closed,Cancellation request,0,1,11,2,0,1
31,Male,Garmin Forerunner,Critical,Pending Customer Response,Refund request,2,1,14,0,2,3
48,Female,Asus ROG,Critical,Closed,Cancellation request,2,0,4,0,0,1
70,Female,Fitbit Versa Smartwatch,High,Open,Cancellation request,2,0,13,1,1,1
61,Male,Microsoft Office,Medium,Closed,Billing inquiry,2,1,25,3,0,0
67,Other,Sony Xperia,Critical,Closed,Cancellation request,2,2,39,0,0,1
58,Other,Dyson Vacuum Cleaner,High,Closed,Refund request,0,2,11,1,0,3
39,Female,Fitbit Versa Smartwatch,High,Open,Product inquiry,2,0,13,1,1,2
66,Other,HP Pavilion,Medium,Pending Customer Response,Refund request,2,2,19,3,2,3
25,Female,Sony PlayStation,High,Closed,Refund request,0,0,38,1,0,3
43,Male,Canon DSLR Camera,Critical,Pending Customer Response,Billing inquiry,2,1,8,0,2,0
27,Female,Bose QuietComfort,Critical,Pending Customer Response,Product inquiry,2,0,6,0,2,2
47,Other,Lenovo ThinkPad,Low,Pending Customer Response,Cancellation request,2,2,23,2,2,1
29,Other,Bose QuietComfort,Medium,Pending Customer Response,Billing inquiry,2,2,6,3,2,0
53,Other,iPhone,High,Pending Customer Response,Technical issue,2,2,41,1,2,4
50,Female,Dyson Vacuum Cleaner,Critical,Open,Cancellation request,2,0,11,0,1,1
56,Male,Apple AirPods,High,Closed,Billing inquiry,2,1,3,1,0,0
39,Other,Microsoft Xbox Controller,High,Open,Billing inquiry,2,2,27,1,1,0
52,Male,Samsung Galaxy,High,Pending Customer Response,Product inquiry,2,1,35,1,2,2
54,Male,Bose QuietComfort,Critical,Closed,Product inquiry,1,1,6,0,0,2
38,Female,Asus ROG,Medium,Open,Technical issue,2,0,4,3,1,4
55,Male,LG Washing Machine,Medium,Closed,Product inquiry,0,1,22,3,0,2
62,Male,Microsoft Xbox Controller,Critical,Pending Customer Response,Cancellation request,2,1,27,0,2,1
18,Male,Bose QuietComfort,High,Pending Customer Response,Refund request,2,1,6,1,2,3
43,Female,Nest Thermostat,Critical,Open,Product inquiry,2,0,28,0,1,2
23,Other,LG Washing Machine,Medium,Open,Billing inquiry,2,2,22,3,1,0
59,Male,Lenovo ThinkPad,High,Open,Technical issue,2,1,23,1,1,4
67,Other,PlayStation,Critical,Closed,Cancellation request,2,2,33,0,0,1
43,Female,GoPro Action Camera,High,Pending Customer Response,Refund request,2,0,15,1,2,3
47,Female,Adobe Photoshop,Critical,Closed,Cancellation request,2,0,0,0,0,1
58,Female,Nintendo Switch Pro Controller,Critical,Closed,Technical issue,0,0,31,0,0,4
56,Other,Nikon D,Low,Closed,Cancellation request,2,2,29,2,0,1
45,Other,Amazon Echo,Critical,Open,Refund request,2,2,1,0,1,3
18,Male,LG OLED,High,Pending Customer Response,Technical issue,2,1,20,1,2,4
64,Other,GoPro Action Camera,High,Pending Customer Response,Product inquiry,2,2,15,1,2,2
66,Female,Canon DSLR Camera,High,Open,Refund request,2,0,8,1,1,3
68,Male,LG OLED,High,Pending Customer Response,Cancellation request,2,1,20,1,2,1
33,Male,Microsoft Surface,Medium,Closed,Billing inquiry,0,1,26,3,0,0
68,Female,LG Smart TV,Critical,Pending Customer Response,Billing inquiry,2,0,21,0,2,0
52,Female,Autodesk AutoCAD,Critical,Pending Customer Response,Product inquiry,2,0,5,0,2,2
23,Other,Dyson Vacuum Cleaner,High,Open,Cancellation request,2,2,11,1,1,1
70,Female,Samsung Soundbar,Low,Open,Refund request,2,0,36,2,1,3
55,Other,Nikon D,Medium,Open,Billing inquiry,2,2,29,3,1,0
33,Male,Canon EOS,Critical,Pending Customer Response,Technical issue,2,1,9,0,2,4
40,Other,Amazon Kindle,Medium,Closed,Technical issue,0,2,2,3,0,4
18,Female,Sony PlayStation,High,Open,Technical issue,2,0,38,1,1,4
33,Male,iPhone,Medium,Pending Customer Response,Cancellation request,2,1,41,3,2,1
45,Female,Dyson Vacuum Cleaner,Low,Closed,Technical issue,1,0,11,2,0,4
40,Other,LG OLED,Critical,Pending Customer Response,Billing inquiry,2,2,20,0,2,0
27,Male,LG OLED,Medium,Open,Billing inquiry,2,1,20,3,1,0
42,Female,LG Smart TV,Critical,Closed,Technical issue,2,0,21,0,0,4
22,Other,Microsoft Office,Medium,Open,Cancellation request,2,2,25,3,1,1
53,Male,Nintendo Switch Pro Controller,High,Pending Customer Response,Technical issue,2,1,31,1,2,4
35,Other,Garmin Forerunner,Medium,Pending Customer Response,Cancellation request,2,2,14,3,2,1
20,Female,HP Pavilion,Low,Closed,Billing inquiry,1,0,19,2,0,0
39,Female,Lenovo ThinkPad,Medium,Pending Customer Response,Refund request,2,0,23,3,2,3
55,Male,Sony Xperia,Critical,Pending Customer Response,Billing inquiry,2,1,39,0,2,0
